hcp_id,specialty,region,lon,lat,territory
HCP02460,Geriatrics,Northeast,-65.683,39.769,T18
HCP02461,Endocrinology,Northeast,-77.466,45.871,T15
HCP02462,Internal Medicine,Midwest,-80.002,46.149,T15
HCP02463,Cardiology,Midwest,-91.049,44.66,T11
HCP02464,Internal Medicine,Midwest,-96.901,38.489,T5
HCP02465,Cardiology,West,-109.296,37.284,T5
HCP02466,Cardiology,Midwest,-99.126,49.854,T7
HCP02467,Cardiology,West,-115.416,38.543,T1
HCP02468,Internal Medicine,West,-117.802,37.392,T1
HCP02469,Endocrinology,West,-112.586,39.527,T2
HCP02470,Endocrinology,West,-119.869,34.726,T0
HCP02471,Internal Medicine,Midwest,-97.466,46.285,T7
HCP02472,Cardiology,Northeast,-77.135,41.668,T14
HCP02473,Cardiology,Northeast,-70.498,41.024,T18
HCP02474,Endocrinology,Midwest,-98.245,42.078,T6
HCP02475,Internal Medicine,Northeast,-71.797,44.428,T19
HCP02476,Cardiology,Northeast,-79.026,42.333,T15
HCP02477,Internal Medicine,South,-92.052,31.016,T8
HCP02478,Internal Medicine,West,-111.58,41.743,T6
HCP02479,Internal Medicine,Midwest,-97.798,46.901,T7
HCP02480,Cardiology,Northeast,-73.093,47.22,T19
HCP02481,Nephrology,Midwest,-90.131,41.581,T10
HCP02482,Cardiology,Northeast,-69.02,41.169,T18
HCP02483,Endocrinology,Northeast,-78.139,44.44,T15
HCP02484,Cardiology,Northeast,-69.864,44.631,T19
HCP02485,Endocrinology,West,-116.588,33.914,T0
HCP02486,Cardiology,Northeast,-74.531,45.986,T19
HCP02487,Nephrology,South,-77.535,28.598,T12
HCP02488,Endocrinology,South,-87.07,27.034,T12
HCP02489,Endocrinology,Northeast,-80.188,41.071,T14
HCP02490,Endocrinology,West,-108.636,38.34,T5
HCP02491,Endocrinology,Northeast,-72.43,42.325,T19
HCP02492,Nephrology,Midwest,-92.338,42.605,T11
HCP02493,Cardiology,Northeast,-64.743,44.001,T19
HCP02494,Endocrinology,Midwest,-88.273,43.596,T15
HCP02495,Nephrology,Midwest,-99.992,39.793,T6
HCP02496,Cardiology,Northeast,-75.941,42.986,T19
HCP02497,Endocrinology,West,-112.175,41.265,T2
HCP02498,Endocrinology,Northeast,-69.454,38.304,T17
HCP02499,Endocrinology,Midwest,-93.347,41.522,T10
HCP02500,Internal Medicine,West,-118.251,38.647,T1
